,node_id,feat,Price,train_mask,test_mask
34,34,"2, 1.4746835443037976, 1.6171954964176045, 2.0, 1.0, 0.0, 1.003367096675858, 1.120600795170078, 8.708029197080291, -37.8016, 144.9956, 2.5854399327134248, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.18e-05,True,False
35,35,"3, 1.4746835443037976, 1.6171954964176045, 3.0, 2.0, 1.0, 1.0024941456858207, 1.1696362833161538, 9.781021897810218, -37.8022, 144.9954, 2.5854399327134248, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 20.0",1.1949999999999999e-05,True,False
36,36,"2, 1.4746835443037976, 1.6171954964176045, 2.0, 1.0, 0.0, 1.0037827876234948, 1.108673243999411, 8.708029197080291, -37.8021, 144.9976, 2.5854399327134248, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.0125e-05,True,False
37,37,"2, 1.4746835443037976, 1.6171954964176045, 2.0, 1.0, 1.0, 1.0035749421496765, 1.1073479605360035, 9.036496350364965, -37.8086, 144.9946, 2.5854399327134248, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.0300000000000001e-05,True,False
38,38,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 1.0, 1.0062977178566974, 1.2981887792666764, 9.978102189781021, -37.718, 144.878, 2.3520396243166206, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0",8.400000000000001e-06,True,False
39,39,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 1.0, 1.0, 1.1921661021940804, 9.41970802919708, -37.7203, 144.8755, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0",7.2999999999999996e-06,True,False
40,40,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0056533968878605, 1.1113238109262258, 9.255474452554745, -37.7294, 144.888, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",7e-06,True,False
41,41,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 2.0, 1.0049675068242596, 1.1775879840965984, 9.901459854014599, -37.7218, 144.8837, 2.3520396243166206, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",6e-06,True,False
42,42,"3, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0060275187407335, 1.1537328817552643, 9.583941605839415, -37.7273, 144.8744, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",5e-06,True,False
43,43,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.003491803960149, 1.1139743778530409, 9.923357664233576, -37.7215, 144.8864, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0",7.2000000000000005e-06,True,False
44,44,"3, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0128864193767406, 1.164335149462524, 9.474452554744525, -37.7173, 144.8872, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0",7.85e-06,True,False
45,45,"4, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 2.0, 1.0124083747869583, 1.1683109998527463, 9.474452554744525, -37.7259, 144.8792, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",7.25e-06,True,False
46,46,"6, 3.5632911392405067, 1.3868986693961105, 6.0, 3.0, 2.0, 1.0202857182446756, 1.2465027241937858, 9.583941605839415, -37.7239, 144.8735, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 7.0",4.5e-06,True,False
47,47,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0022863002120024, 1.1192755117066706, 9.967153284671534, -37.7216, 144.871, 2.3520396243166206, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",5.150000000000001e-06,True,False
48,48,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0029306211808393, 1.096745692828744, 9.945255474452557, -37.7298, 144.8883, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",5.3e-06,True,False
49,49,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0024941456858207, 1.1245766455603003, 9.934306569343066, -37.7234, 144.8792, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",8.949999999999999e-06,True,False
50,50,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 6.0, 1.0220939738668957, 1.176262700633191, 9.52919708029197, -37.7249, 144.8728, 2.3520396243166206, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0",8.050000000000001e-06,True,False
51,51,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.0, 1.1391547636577823, 9.255474452554745, -37.7217, 144.8783, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0",7.519999999999999e-06,True,False
52,52,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.0055079050561875, 1.1722868502429686, 9.726277372262773, -37.7302, 144.8855, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 12.0",4.4e-06,True,False
53,53,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0039906330973132, 1.164335149462524, 9.474452554744525, -37.7177, 144.8787, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",7.55e-06,True,False
54,54,"5, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 2.0, 1.0123875902395765, 1.164335149462524, 9.474452554744525, -37.7248, 144.8699, 2.3520396243166206, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0",7e-06,True,False
55,55,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 2.0, 1.0034294503180037, 1.176262700633191, 9.901459854014599, -37.727, 144.887, 2.3520396243166206, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0",8.3e-06,True,False
56,56,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 2.0, 1.0201817955077666, 1.149757031365042, 9.364963503649635, -37.7186, 144.876, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0",4.625e-06,True,False
57,57,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0034086657706218, 1.164335149462524, 9.835766423357663, -37.7218, 144.8863, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",6.7e-06,True,False
58,58,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 2.0, 1.0136554476298687, 1.164335149462524, 9.474452554744525, -37.7269, 144.8742, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 10.0",6.75e-06,True,False
59,59,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.012720142997686, 1.1325283463407452, 9.52919708029197, -37.7187, 144.8765, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",1.042e-05,True,False
60,60,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 5.0, 1.012720142997686, 1.2305993226328964, 9.255474452554745, -37.7173, 144.8796, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",9.1e-06,True,False
61,61,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.016108024220926, 1.164335149462524, 9.474452554744525, -37.7231, 144.8835, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0",7.73e-06,True,False
62,62,"4, 3.5632911392405067, 1.3868986693961105, 5.0, 3.0, 4.0, 1.011036594659757, 1.4095125901929024, 9.583941605839415, -37.7263, 144.8679, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 11.0",8.1e-06,True,False
63,63,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 3.0, 2.0, 1.0115354237969212, 1.2544544249742307, 9.583941605839415, -37.7285, 144.8694, 2.3520396243166206, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 12.0",7.15e-06,True,False
64,64,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 2.0, 1.0087710789951365, 1.166985716389339, 9.74817518248175, -37.7164, 144.8792, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",7.9e-06,True,False
65,65,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 3.0, 1.0127617120924497, 1.164335149462524, 9.474452554744525, -37.7194, 144.8827, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0",5.4e-06,True,False
66,66,"3, 3.5632911392405067, 1.3868986693961105, 2.0, 2.0, 1.0, 1.0033463121284762, 1.1338536298041526, 9.912408759124089, -37.7231, 144.8802, 2.3520396243166206, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0",8.25e-06,True,False
67,67,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 1.0, 1.006089872382879, 1.13517891326756, 9.364963503649635, -37.72, 144.8776, 2.3520396243166206, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0",6.85e-06,True,False
68,68,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.0120342529340853, 1.149757031365042, 9.52919708029197, -37.7226, 144.8733, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0",8.050000000000001e-06,True,False
69,69,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.0129487730188862, 1.164335149462524, 9.474452554744525, -37.7184, 144.882, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",5.0999999999999995e-06,True,False
70,70,"2, 3.5632911392405067, 1.3868986693961105, 2.0, 1.0, 1.0, 1.0029306211808393, 1.1007215432189663, 9.474452554744525, -37.7202, 144.8797, 2.3520396243166206, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",6.12e-06,True,False
71,71,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 2.0, 1.0, 1.0044063240449501, 1.164335149462524, 9.474452554744525, -37.7181, 144.8824, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",6.62e-06,True,False
72,72,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 2.0, 1.012720142997686, 1.164335149462524, 9.474452554744525, -37.7169, 144.8815, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",9.78e-06,True,False
73,73,"4, 3.5632911392405067, 1.3868986693961105, 4.0, 3.0, 2.0, 1.011057379207139, 1.164335149462524, 9.474452554744525, -37.7263, 144.869, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",7.2000000000000005e-06,True,False
74,74,"3, 3.5632911392405067, 1.3868986693961105, 3.0, 1.0, 1.0, 1.0121589602183763, 1.164335149462524, 9.474452554744525, -37.72, 144.878, 2.3520396243166206, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0",7.65e-06,True,False
75,75,"4, 3.5632911392405067, 1.3868986693961105, 4.0, 1.0, 2.0, 1.0105793346173564, 1.164335149462524, 9.474452554744525, -37.7261, 144.8785, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",9e-06,True,False
76,76,"4, 3.5632911392405067, 1.3868986693961105, 4.0, 2.0, 3.0, 1.0130526957557955, 1.1934913856574878, 9.52919708029197, -37.7256, 144.8739, 2.3520396243166206, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",1.275e-05,True,False
77,77,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 0.0, 1.0024941456858207, 1.108673243999411, 8.708029197080291, -37.8459, 144.9555, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.4550000000000001e-05,True,False
78,78,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 0.0, 1.0033047430337125, 1.164335149462524, 9.474452554744525, -37.845, 144.9538, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2.85e-05,True,False
79,79,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 0.0, 1.0043855394975683, 1.2624061257546753, 8.598540145985401, -37.8481, 144.9499, 2.2746600626138966, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 17.0",1.85e-05,True,False
80,80,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 0.0, 1.0026604220648756, 1.176262700633191, 8.598540145985401, -37.8452, 144.9488, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.436e-05,True,False
81,81,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 0.0, 1.002701991159639, 1.1073479605360035, 8.708029197080291, -37.8431, 144.9565, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.11e-05,True,False
82,82,"2, 1.6265822784810127, 2.8976458546571138, 1.0, 1.0, 0.0, 1.0030553284651305, 1.164335149462524, 8.708029197080291, -37.8444, 144.9484, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.55e-05,True,False
83,83,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 1.0, 1.0034710194127672, 1.164335149462524, 9.474452554744525, -37.8405, 144.9521, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2.3e-05,True,False
84,84,"4, 1.6265822784810127, 2.8976458546571138, 4.0, 2.0, 1.0, 1.0031800357494216, 1.2385510234133412, 8.489051094890511, -37.8447, 144.9523, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.55e-05,True,False
85,85,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 2.0, 1.014923305020161, 1.164335149462524, 9.474452554744525, -37.8443, 144.9598, 2.2746600626138966, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",1.8e-05,True,False
86,86,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 1.0, 1.0027435602544028, 1.2107200706817847, 9.75912408759124, -37.8415, 144.952, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",2.12e-05,True,False
87,87,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 1.0, 1.0041361249289862, 1.1418053305845972, 8.708029197080291, -37.8422, 144.9554, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.8e-05,True,False
88,88,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 1.0, 1.0, 1.0052584904876054, 1.164335149462524, 9.474452554744525, -37.8443, 144.9579, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",1.8e-05,True,False
89,89,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 1.0, 1.0018706092643657, 1.161684582535709, 8.708029197080291, -37.8421, 144.9571, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.8100000000000003e-05,True,False
90,90,"2, 1.6265822784810127, 2.8976458546571138, 2.0, 1.0, 0.0, 1.0049882913716415, 1.164335149462524, 9.474452554744525, -37.8379, 144.9539, 2.2746600626138966, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",2.615e-05,True,False
91,91,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 2.0, 1.0, 1.0036788648865858, 1.2398763068767487, 8.489051094890511, -37.8415, 144.9585, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2.1e-05,True,False
92,92,"5, 1.6265822784810127, 2.8976458546571138, 5.0, 2.0, 1.0, 1.0049259377294961, 1.164335149462524, 9.474452554744525, -37.8436, 144.9557, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.3e-05,True,False
93,93,"3, 1.6265822784810127, 2.8976458546571138, 3.0, 1.0, 0.0, 1.0026812066122572, 1.164335149462524, 9.474452554744525, -37.8422, 144.94899999999996, 2.2746600626138966, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1.37e-05,True,False
