,node_id,feat,Price,train_mask,test_mask
17,17,"17, 3, 2.5, 3067.0, 2.0, 1.0, 1.0, 138.0, 105.0, 1890.0, -37.8021, 144.9965, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1176500.0,True,False
18,18,"18, 3, 2.5, 3067.0, 3.0, 1.0, 0.0, 183.0, 126.0, 1970.0, -37.8022, 144.9975, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",955000.0,True,False
19,19,"19, 2, 2.5, 3067.0, 2.0, 1.0, 1.0, 150.0, 73.0, 1985.0, -37.8011, 145.0004, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",890000.0,True,False
20,20,"20, 4, 2.5, 3067.0, 4.0, 2.0, 2.0, 780.0, 135.0, 1900.0, -37.8073, 144.9952, 4019.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",1330000.0,True,False
21,21,"21, 3, 2.5, 3067.0, 3.0, 2.0, 2.0, 0.0, 126.0, 2010.0, -37.8093, 144.9959, 4019.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",900000.0,True,False
22,22,"22, 3, 2.5, 3067.0, 3.0, 2.0, 2.0, 4290.0, 27.0, 1970.0, -37.8078, 144.9965, 4019.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1090000.0,True,False
23,23,"23, 2, 2.5, 3067.0, 2.0, 1.0, 1.0, 0.0, 60.0, 1970.0, -37.8015, 144.9972, 4019.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",500000.0,True,False
24,24,"24, 2, 2.5, 3067.0, 2.0, 2.0, 1.0, 124.0, 135.0, 2013.0, -37.8079, 144.9977, 4019.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",1100000.0,True,False
25,25,"25, 2, 2.5, 3067.0, 2.0, 1.0, 0.0, 147.0, 85.0, 1900.0, -37.808, 144.994, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1315000.0,True,False
26,26,"26, 1, 2.5, 3067.0, 1.0, 1.0, 1.0, 0.0, 126.0, 1970.0, -37.8016, 144.9988, 4019.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 20.0",426000.0,True,False
27,27,"27, 3, 2.5, 3067.0, 3.0, 3.0, 1.0, 166.0, 174.0, 2012.0, -37.8017, 145.0001, 4019.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",1447500.0,True,False
28,28,"28, 1, 2.5, 3067.0, 1.0, 1.0, 1.0, 0.0, 50.0, 1970.0, -37.8078, 144.9965, 4019.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",457000.0,True,False
29,29,"29, 2, 2.5, 3067.0, 2.0, 2.0, 2.0, 98.0, 128.0, 1920.0, -37.8005, 144.9952, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1135000.0,True,False
30,30,"30, 4, 2.5, 3067.0, 4.0, 3.0, 1.0, 0.0, 126.0, 1970.0, -37.7994, 144.9965, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1542000.0,True,False
31,31,"31, 3, 2.5, 3067.0, 3.0, 2.0, 2.0, 147.0, 18.0, 1970.0, -37.805, 144.9943, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1290000.0,True,False
32,32,"32, 3, 2.5, 3067.0, 3.0, 1.0, 1.0, 168.0, 124.0, 1950.0, -37.8007, 144.9958, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1290000.0,True,False
33,33,"33, 1, 2.5, 3067.0, 1.0, 1.0, 1.0, 0.0, 50.0, 2013.0, -37.8055, 144.9961, 4019.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",470000.0,True,False
34,34,"34, 2, 2.5, 3067.0, 2.0, 1.0, 0.0, 162.0, 91.0, 1900.0, -37.8016, 144.9956, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1180000.0,True,False
35,35,"35, 3, 2.5, 3067.0, 3.0, 2.0, 1.0, 120.0, 128.0, 1998.0, -37.8022, 144.9954, 4019.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 20.0",1195000.0,True,False
36,36,"36, 2, 2.5, 3067.0, 2.0, 1.0, 0.0, 182.0, 82.0, 1900.0, -37.8021, 144.9976, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1012500.0,True,False
37,37,"37, 2, 2.5, 3067.0, 2.0, 1.0, 1.0, 172.0, 81.0, 1930.0, -37.8086, 144.9946, 4019.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1030000.0,True,False
38,38,"38, 3, 13.5, 3042.0, 3.0, 2.0, 1.0, 303.0, 225.0, 2016.0, -37.718, 144.878, 3464.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0",840000.0,True,False
39,39,"39, 3, 13.5, 3042.0, 3.0, 2.0, 1.0, 0.0, 145.0, 1965.0, -37.7203, 144.8755, 3464.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0",730000.0,True,False
40,40,"40, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 272.0, 84.0, 1950.0, -37.7294, 144.888, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",,True,False
41,41,"41, 3, 13.5, 3042.0, 3.0, 2.0, 2.0, 239.0, 134.0, 2009.0, -37.7218, 144.8837, 3464.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",603000.0,True,False
42,42,"42, 3, 13.5, 3042.0, 2.0, 1.0, 1.0, 290.0, 116.0, 1980.0, -37.7273, 144.8744, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",700000.0,True,False
43,43,"43, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 168.0, 86.0, 2011.0, -37.7215, 144.8864, 3464.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 3.0",600000.0,True,False
44,44,"44, 3, 13.5, 3042.0, 2.0, 1.0, 1.0, 620.0, 126.0, 1970.0, -37.7173, 144.8872, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 5.0",500000.0,True,False
45,45,"45, 4, 13.5, 3042.0, 3.0, 1.0, 2.0, 597.0, 127.0, 1970.0, -37.7259, 144.8792, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",720000.0,True,False
46,46,"46, 6, 13.5, 3042.0, 6.0, 3.0, 2.0, 976.0, 186.0, 1980.0, -37.7239, 144.8735, 3464.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 7.0",785000.0,True,False
47,47,"47, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 110.0, 90.0, 2015.0, -37.7216, 144.871, 3464.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",725000.0,True,False
48,48,"48, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 141.0, 73.0, 2013.0, -37.7298, 144.8883, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",450000.0,True,False
49,49,"49, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 120.0, 94.0, 2012.0, -37.7234, 144.8792, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",515000.0,True,False
50,50,"50, 3, 13.5, 3042.0, 3.0, 1.0, 6.0, 1063.0, 133.0, 1975.0, -37.7249, 144.8728, 3464.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0",530000.0,True,False
51,51,"51, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 0.0, 105.0, 1950.0, -37.7217, 144.8783, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0",895000.0,True,False
52,52,"52, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 265.0, 130.0, 1993.0, -37.7302, 144.8855, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 12.0",805000.0,True,False
53,53,"53, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 192.0, 126.0, 1970.0, -37.7177, 144.8787, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",752000.0,True,False
54,54,"54, 5, 13.5, 3042.0, 3.0, 2.0, 2.0, 596.0, 126.0, 1970.0, -37.7248, 144.8699, 3464.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0",440000.0,True,False
55,55,"55, 3, 13.5, 3042.0, 3.0, 2.0, 2.0, 165.0, 133.0, 2009.0, -37.727, 144.887, 3464.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0",755000.0,True,False
56,56,"56, 3, 13.5, 3042.0, 3.0, 1.0, 2.0, 971.0, 113.0, 1960.0, -37.7186, 144.876, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0",700000.0,True,False
57,57,"57, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 164.0, 126.0, 2003.0, -37.7218, 144.8863, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",830000.0,True,False
58,58,"58, 3, 13.5, 3042.0, 3.0, 2.0, 2.0, 657.0, 126.0, 1970.0, -37.7269, 144.8742, 3464.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 10.0",462500.0,True,False
59,59,"59, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 612.0, 100.0, 1975.0, -37.7187, 144.8765, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",670000.0,True,False
60,60,"60, 3, 13.5, 3042.0, 3.0, 2.0, 5.0, 612.0, 174.0, 1950.0, -37.7173, 144.8796, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",675000.0,True,False
61,61,"61, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 775.0, 126.0, 1970.0, -37.7231, 144.8835, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0",1042000.0,True,False
62,62,"62, 4, 13.5, 3042.0, 5.0, 3.0, 4.0, 531.0, 309.0, 1980.0, -37.7263, 144.8679, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 11.0",910000.0,True,False
63,63,"63, 3, 13.5, 3042.0, 3.0, 3.0, 2.0, 555.0, 192.0, 1980.0, -37.7285, 144.8694, 3464.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 12.0",773000.0,True,False
64,64,"64, 3, 13.5, 3042.0, 3.0, 2.0, 2.0, 422.0, 126.0, 1995.0, -37.7164, 144.8792, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",810000.0,True,False
65,65,"65, 3, 13.5, 3042.0, 3.0, 1.0, 3.0, 614.0, 126.0, 1970.0, -37.7194, 144.8827, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0",715000.0,True,False
66,66,"66, 3, 13.5, 3042.0, 2.0, 2.0, 1.0, 161.0, 101.0, 2010.0, -37.7231, 144.8802, 3464.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 6.0",790000.0,True,False
67,67,"67, 3, 13.5, 3042.0, 3.0, 2.0, 1.0, 293.0, 102.0, 1960.0, -37.72, 144.8776, 3464.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 3.0",540000.0,True,False
68,68,"68, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 579.0, 113.0, 1975.0, -37.7226, 144.8733, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 6.0",825000.0,True,False
69,69,"69, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 623.0, 126.0, 1970.0, -37.7184, 144.882, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",685000.0,True,False
70,70,"70, 2, 13.5, 3042.0, 2.0, 1.0, 1.0, 141.0, 76.0, 1970.0, -37.7202, 144.8797, 3464.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 3.0",805000.0,True,False
71,71,"71, 3, 13.5, 3042.0, 3.0, 2.0, 1.0, 212.0, 126.0, 1970.0, -37.7181, 144.8824, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",510000.0,True,False
72,72,"72, 3, 13.5, 3042.0, 3.0, 1.0, 2.0, 612.0, 126.0, 1970.0, -37.7169, 144.8815, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0",612000.0,True,False
73,73,"73, 4, 13.5, 3042.0, 4.0, 3.0, 2.0, 532.0, 126.0, 1970.0, -37.7263, 144.869, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",662000.0,True,False
74,74,"74, 3, 13.5, 3042.0, 3.0, 1.0, 1.0, 585.0, 126.0, 1970.0, -37.72, 144.878, 3464.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0",978000.0,True,False
75,75,"75, 4, 13.5, 3042.0, 4.0, 1.0, 2.0, 509.0, 126.0, 1970.0, -37.7261, 144.8785, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 10.0",720000.0,True,False
76,76,"76, 4, 13.5, 3042.0, 4.0, 2.0, 3.0, 628.0, 146.0, 1975.0, -37.7256, 144.8739, 3464.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 7.0",765000.0,True,False
77,77,"77, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 120.0, 82.0, 1900.0, -37.8459, 144.9555, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",900000.0,True,False
78,78,"78, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 159.0, 126.0, 1970.0, -37.845, 144.9538, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1275000.0,True,False
79,79,"79, 3, 3.3, 3206.0, 3.0, 2.0, 0.0, 211.0, 198.0, 1890.0, -37.8481, 144.9499, 3280.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 17.0",1455000.0,True,False
80,80,"80, 3, 3.3, 3206.0, 3.0, 2.0, 0.0, 128.0, 133.0, 1890.0, -37.8452, 144.9488, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2850000.0,True,False
81,81,"81, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 130.0, 81.0, 1900.0, -37.8431, 144.9565, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1850000.0,True,False
82,82,"82, 2, 3.3, 3206.0, 1.0, 1.0, 0.0, 147.0, 126.0, 1900.0, -37.8444, 144.9484, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1436000.0,True,False
83,83,"83, 2, 3.3, 3206.0, 2.0, 1.0, 1.0, 167.0, 126.0, 1970.0, -37.8405, 144.9521, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1110000.0,True,False
84,84,"84, 4, 3.3, 3206.0, 4.0, 2.0, 1.0, 153.0, 180.0, 1880.0, -37.8447, 144.9523, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1550000.0,True,False
85,85,"85, 3, 3.3, 3206.0, 3.0, 2.0, 2.0, 718.0, 126.0, 1970.0, -37.8443, 144.9598, 3280.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",2300000.0,True,False
86,86,"86, 3, 3.3, 3206.0, 3.0, 2.0, 1.0, 132.0, 159.0, 1996.0, -37.8415, 144.952, 3280.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",1550000.0,True,False
87,87,"87, 2, 3.3, 3206.0, 2.0, 1.0, 1.0, 199.0, 107.0, 1900.0, -37.8422, 144.9554, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1800000.0,True,False
88,88,"88, 3, 3.3, 3206.0, 3.0, 1.0, 1.0, 253.0, 126.0, 1970.0, -37.8443, 144.9579, 3280.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",2120000.0,True,False
89,89,"89, 3, 3.3, 3206.0, 3.0, 2.0, 1.0, 90.0, 122.0, 1900.0, -37.8421, 144.9571, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1800000.0,True,False
90,90,"90, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 240.0, 126.0, 1970.0, -37.8379, 144.9539, 3280.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",1800000.0,True,False
91,91,"91, 3, 3.3, 3206.0, 3.0, 2.0, 1.0, 177.0, 181.0, 1880.0, -37.8415, 144.9585, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1810000.0,True,False
92,92,"92, 5, 3.3, 3206.0, 5.0, 2.0, 1.0, 237.0, 126.0, 1970.0, -37.8436, 144.9557, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2615000.0,True,False
93,93,"93, 3, 3.3, 3206.0, 3.0, 1.0, 0.0, 129.0, 126.0, 1970.0, -37.8422, 144.94899999999996, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2100000.0,True,False
94,94,"94, 3, 3.3, 3206.0, 3.0, 2.0, 2.0, 0.0, 85.0, 2000.0, -37.8451, 144.9511, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1300000.0,True,False
95,95,"95, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 288.0, 126.0, 1970.0, -37.8407, 144.9523, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1370000.0,True,False
96,96,"96, 3, 3.3, 3206.0, 3.0, 2.0, 1.0, 228.0, 126.0, 1970.0, -37.8445, 144.9501, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1000000.0,True,False
97,97,"97, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 149.0, 98.0, 1890.0, -37.8443, 144.9481, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2575000.0,True,False
98,98,"98, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 141.0, 83.0, 1890.0, -37.8424, 144.9562, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1322500.0,True,False
99,99,"99, 3, 3.3, 3206.0, 3.0, 2.0, 1.0, 211.0, 147.0, 1900.0, -37.847, 144.9575, 3280.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 20.0",1562500.0,True,False
100,100,"100, 3, 3.3, 3206.0, 3.0, 1.0, 0.0, 209.0, 126.0, 1900.0, -37.8468, 144.9546, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2000000.0,True,False
101,101,"101, 3, 3.3, 3206.0, 3.0, 2.0, 0.0, 147.0, 146.0, 1890.0, -37.8473, 144.9551, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1900000.0,True,False
102,102,"102, 4, 3.3, 3206.0, 4.0, 3.0, 1.0, 327.0, 254.0, 1910.0, -37.8467, 144.9475, 3280.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 18.0",3010000.0,True,False
103,103,"103, 2, 3.3, 3206.0, 2.0, 1.0, 1.0, 0.0, 126.0, 1970.0, -37.846, 144.9542, 3280.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2800000.0,True,False
104,104,"104, 3, 3.3, 3206.0, 2.0, 1.0, 1.0, 120.0, 123.0, 1900.0, -37.8427, 144.9546, 3280.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 20.0",647000.0,True,False
105,105,"105, 3, 3.3, 3206.0, 3.0, 1.0, 1.0, 238.0, 131.0, 1890.0, -37.8461, 144.9528, 3280.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0",2100000.0,True,False
106,106,"106, 1, 3.3, 3206.0, 1.0, 1.0, 0.0, 0.0, 34.0, 1970.0, -37.8421, 144.9517, 3280.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",2000000.0,True,False
107,107,"107, 4, 3.3, 3206.0, 4.0, 2.0, 1.0, 330.0, 207.0, 1910.0, -37.8477, 144.9558, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",442500.0,True,False
108,108,"108, 2, 3.3, 3206.0, 2.0, 1.0, 0.0, 136.0, 126.0, 1970.0, -37.846, 144.9517, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",4735000.0,True,False
109,109,"109, 3, 3.3, 3206.0, 3.0, 1.0, 1.0, 202.0, 126.0, 1970.0, -37.8429, 144.9493, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1340000.0,True,False
110,110,"110, 3, 3.3, 3206.0, 3.0, 3.0, 1.0, 0.0, 126.0, 1970.0, -37.8415, 144.9585, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1801000.0,True,False
111,111,"111, 3, 3.3, 3206.0, 3.0, 2.0, 2.0, 325.0, 126.0, 1970.0, -37.8413, 144.95, 3280.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 20.0",1532000.0,True,False
